question_ID,gold_label
730,2
731,2
732,1
733,1
734,2
735,1
736,0
737,2
738,1
739,1
740,2
741,2
742,2
743,0
744,2
745,2
746,1
747,2
748,1
749,2
750,1
751,2
752,2
753,2
754,2
755,2
756,2
757,1
758,1
759,0
760,2
761,2
762,2
763,1
764,2
765,1
766,2
767,2
768,1
769,2
770,2
771,1
772,2
773,2
774,2
775,2
776,2
777,2
778,2
779,2
780,2
781,0
782,1
783,2
784,1
785,2
786,2
787,1
788,2
789,0
790,2
791,1
792,2
793,2
794,1
795,1
796,2
797,2
798,2
799,2
800,0
801,2
802,1
803,1
804,0
805,1
806,2
807,2
808,2
809,2
810,2
811,2
812,2
813,0
814,2
815,1
816,2
817,1
818,0
819,1
820,2
821,2
822,1
823,2
824,1
825,2
826,2
827,2
828,2
829,1
830,2
831,1
832,2
833,2
834,2
835,2
836,2
837,1
838,1
839,2
840,0
841,1
842,1
843,2
844,0
845,2
846,1
847,2
848,1
849,1
850,1
851,0
852,2
853,2
854,2
855,2
856,1
857,2
858,2
859,2
860,2
861,2
862,2
863,1
864,2
865,1
866,1
867,2
868,1
869,1
870,1
871,2
872,2
873,2
874,1
875,2
876,1
877,0
878,2
879,1
880,2
881,1
882,2
883,0
884,2
885,0
886,2
887,2
888,1
889,0
890,2
891,1
892,2
893,1
894,1
895,2
896,0
897,2
898,2
899,2
900,1
901,2
902,2
903,0
904,0
905,2
906,1
907,2
908,0
909,2
910,2
911,1
912,2
913,2
914,1
915,1
916,1
917,0
918,2
919,1
920,2
921,2
922,2
923,2
924,1
925,2
926,2
927,2
928,2
929,2
930,1
931,2
932,1
933,1
934,1
935,2
936,0
937,2
938,1
939,1
940,1
941,0
942,2
943,2
944,1
945,2
946,1
947,1
948,1
949,1
950,0
951,2
952,1
953,1
954,0
955,1
956,2
957,2
958,2
959,2
960,2
961,2
962,0
963,0
964,2
965,1
966,0
967,2
968,1
969,0
970,2
971,1
972,1
973,2
974,1
975,2
976,2
977,2
978,1
979,2
980,1
981,1
982,2
983,1
984,2
985,1
986,2
987,1
988,1
989,2
990,2
991,1
992,1
993,2
994,0
995,2
996,2
997,2
998,2
999,1
1000,2
1001,1
1002,1
1003,1
1004,2
1005,1
1006,2
1007,1
1008,0
1009,1
1010,1
1011,1
1012,1
1013,0
1014,2
1015,2
1016,2
1017,2
1018,1
1019,1
1020,2
1021,2
1022,2
1023,0
1024,1
1025,2
1026,2
1027,1
1028,1
1029,1
1030,2
1031,2
1032,2
1033,2
1034,1
1035,0
1036,1
1037,1
1038,2
1039,1
1040,2
1041,2
1042,2
1043,1
1044,2
1045,0
1046,1
1047,2
1048,2
1049,0
1050,0
1051,1
1052,1
1053,2
1054,2
1055,1
1056,0
1057,2
1058,1
1059,2
1060,2
1061,1
1062,1
1063,1
1064,2
1065,2
1066,1
1067,2
1068,2
1069,2
1070,1
1071,1
1072,2
1073,2
1074,2
1075,2
1076,1
1077,1
1078,2
1079,1
1080,0
1081,2
1082,2
1083,2
1084,1
1085,1
1086,1
1087,2
1088,1
1089,0
1090,2
1091,0
1092,2
1093,2
1094,2
1095,2
1096,1
1097,1
1098,1
1099,1
1100,2
1101,0
1102,1
1103,0
1104,1
1105,0
1106,2
1107,1
1108,1
1109,2
1110,2
1111,2
1112,2
1113,2
1114,0
1115,2
1116,1
1117,1
1118,2
1119,2
1120,2
1121,1
1122,2
1123,2
1124,1
1125,0
1126,2
1127,1
1128,1
1129,2
1130,2
1131,1
1132,2
1133,2
1134,2
1135,2
1136,0
1137,2
1138,2
1139,1
1140,2
1141,2
1142,2
1143,1
1144,1
1145,2
1146,2
1147,1
1148,2
1149,2
1150,2
1151,0
1152,2
1153,1
1154,1
1155,1
1156,2
1157,1
1158,1
1159,2
1160,1
1161,1
1162,2
1163,1
1164,0
1165,1
1166,2
1167,2
1168,0
1169,1
1170,2
1171,1
1172,1
1173,2
1174,2
1175,2
1176,1
1177,2
1178,2
1179,2
1180,2
1181,1
1182,2
1183,1
1184,0
1185,1
1186,1
1187,1
1188,0
1189,2
1190,1
1191,2
1192,1
1193,2
1194,2
1195,2
1196,1
1197,2
1198,2
1199,1
1200,2
1201,2
1202,0
1203,2
1204,2
1205,0
1206,0
1207,1
1208,1
1209,1
1210,2
1211,1
1212,2
1213,2
1214,2
1215,2
1216,2
1217,2
1218,1
1219,2
1220,1
1221,1
1222,1
1223,0
1224,0
1225,2
1226,1
1227,2
1228,2
1229,0
1230,1
1231,2
1232,0
1233,1
1234,1
1235,1
1236,2
1237,2
1238,2
1239,2
1240,2
1241,2
1242,1
1243,2
1244,2
1245,1
1246,2
1247,2
1248,1
1249,0
1250,0
1251,1
1252,1
1253,2
1254,1
1255,0
1256,1
1257,2
1258,1
1259,2
1260,2
1261,0
1262,2
1263,2
1264,2
1265,1
1266,2
1267,1
1268,1
1269,2
1270,2
1271,0
1272,2
1273,2
1274,2
1275,2
1276,0
1277,1
1278,1
1279,1
1280,2
1281,2
1282,1
1283,1
1284,1
1285,2
1286,1
1287,0
1288,1
1289,0
1290,2
1291,2
1292,2
1293,1
1294,2
1295,1
1296,2
1297,0
1298,1
1299,1
1300,1
1301,0
1302,1
1303,2
1304,2
1305,1
1306,1
1307,2
1308,2
1309,2
1310,2
1311,1
1312,1
1313,0
1314,2
1315,2
1316,1
1317,2
1318,0
1319,2
1320,2
1321,2
1322,1
1323,2
1324,2
1325,2
1326,1
1327,1
1328,2
1329,2
1330,2
1331,1
1332,1
1333,0
1334,0
1335,1
1336,2
1337,2
1338,0
1339,1
1340,2
1341,2
1342,1
1343,2
1344,0
1345,2
1346,2
1347,1
1348,2
1349,2
1350,1
1351,1
1352,2
1353,2
1354,1
1355,0
1356,0
1357,2
1358,1
1359,1
1360,2
1361,2
1362,1
1363,1
1364,1
1365,2
1366,2
1367,0
1368,2
1369,0
1370,2
1371,0
1372,1
1373,1
1374,2
1375,1
1376,2
1377,1
1378,1
1379,2
1380,2
1381,2
1382,0
1383,2
1384,1
1385,1
1386,0
1387,1
1388,0
1389,1
1390,2
1391,1
1392,2
1393,0
1394,2
1395,1
1396,2
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,2
1405,1
1406,2
1407,2
1408,2
1409,2
1410,2
1411,2
1412,0
1413,2
1414,1
1415,1
1416,0
1417,1
1418,2
1419,2
1420,2
1421,1
1422,2
1423,2
1424,2
1425,1
1426,1
1427,2
1428,2
1429,1
1430,2
1431,2
1432,1
1433,0
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,0
1441,2
1442,2
1443,1
1444,0
1445,1
1446,2
1447,2
1448,2
1449,2
1450,1
1451,2
1452,0
1453,1
1454,2
1455,2
1456,2
1457,1
1458,2
1459,0
1460,2
1461,2
1462,2
1463,1
1464,2
1465,0
1466,2
1467,2
1468,0
1469,1
1470,2
1471,1
1472,1
1473,2
1474,2
1475,2
1476,2
1477,1
1478,1
1479,2
1480,2
1481,2
1482,1
1483,2
1484,1
1485,1
1486,2
1487,1
1488,2
1489,1
1490,0
1491,1
1492,1
1493,2
1494,1
1495,0
1496,0
1497,2
1498,2
1499,2
